List,Display_Title,Grain,Column,Type,Required,Indexed,Choices,Column_Note,List_Note
MF_Facility,MF Facility,One row per feeding facility,Facility_Type,Choice,N,N,Main DFAC; Flight Kitchen; Kiosk; Satellite; MAF; Contract Cafe,"Nullable: the QRG does not carry it for every row, and guessing a type would silently change which requirements generate.","Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,Operating_Model,Choice,N,Y,Legacy/APF; Food 2.0; MAFFO/MAF; AOR/CDS,"Drives which requirements apply to THIS facility. NULLABLE: the twenty NO_DFAC registry rows record that a base has no feeding facility, and they legitimately have no model. A facility with no model generates nothing and is surfaced by the health check, never read as compliant.","Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,Program_Type,Text,N,N,,"QRG programme string, e.g. 'Legacy - SB'.","Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,Contract_Type,Text,N,N,,"Mess Attendant, Aramark, Sodexo, and so on.","Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,Primary_PV,Text,N,N,,Prime vendor.,"Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,POS_Terminals_Raw,Text,N,N,,As recorded in the QRG. Unparsed.,"Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,POC_Display_Name,Text,N,N,,DISPLAY NAME from the QRG. Never an identity and never used for authorization — see security/security-manifest.yaml.,"Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,In_R1_Scope,Boolean,N,Y,,R1 is Legacy-only. Food 2.0 and MAFFO facilities are carried in the registry but out of scope until their handbooks land.,"Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,Source_Row,Number,N,N,,"Row number in the source QRG, for traceability.","Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,Source_System,Text,N,N,,,"Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,Facility_DODAAC,Text,N,N,,,"Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,Contract_ID,Text,N,N,,Nullable. Set where the facility is covered by a contract.,"Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_Facility,MF Facility,One row per feeding facility,Active_Flag,Boolean,Y,Y,,,"Operating_Model is HERE, not on the installation. One base can run a legacy DFAC and a Food 2.0 cafe simultaneously, and the requirement set follows the facility. Multi-facility installations are normal: the SAIIT guidance describes transfers between a second DFAC and a flight kitchen at the same base, and the 1119 initialises ONE facility and one month."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Requirement_ID,Text,Y,Y,,,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Document_Code,Text,Y,N,,"1119, 1119-1, SF1080, SAIIT, GPC, 1038, EOY-MFR, EOY-INV","THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Document_Name,Text,Y,N,,,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Applicable_Model,Choice,Y,N,Legacy/APF; Food 2.0; MAFFO/MAF; AOR/CDS; All,'All' applies regardless of facility model,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Requirement_Scope,Choice,Y,N,Facility; Installation; Contract,Determines the grain of the generated EOM_Item. Portfolio reserved.,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Scope_Confidence,Choice,Y,N,High; Medium; Low; Proposed,"How sure we are of the GRAIN, which is a different question from whether the requirement exists. Marking a scope guess VERIFIED because the document is verified turns a proposal into policy by accident.","THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Scope_Basis,Note,N,N,,"Why that grain. A reason, not a hunch.","THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Applicable_Facility_Types,Text,N,N,,Semicolon list. Blank = all types.,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Applicable_Period_Month,Number,N,N,,For Annual requirements: the fiscal month the obligation lands in. 9 for EOY. Null for Monthly and Quarterly.,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Routing_Org,Choice,N,N,AFSVC/VMF; NGB/A1X; AFRC/A1S; Installation,"Where the submission goes. ANG routes EOY inventory to NGB/A1X per DAFMAN 34-131 7.14.5, not to AFSVC/VMF.","THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Frequency,Choice,Y,Y,Monthly; Quarterly; Semiannual; Annual; Conditional,"Conditional requirements are NEVER auto-generated. The 1119-1 is field feeding: auto-generating it would put a permanent red row on every DFAC that ran no field feeding exercise, which is exactly the kind of false overdue that teaches people to ignore the dashboard.","THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Required_Flag,Boolean,Y,N,,,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Due_Day,Number,Y,N,,First suspense: day of the month following the reporting period. 5 for the Legacy package.,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Due_Basis,Choice,Y,N,CALENDAR; DUTY_DAY,CALENDAR is the baseline. The source says 'within 5 days' and does not say duty days; do not infer duty days without a citation.,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Final_Due_Day,Number,N,N,,"Final call. 10 for the Legacy package — a MANAGEMENT_RULE from the programme, not from the source deck.","THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Final_Due_Basis,Choice,N,N,CALENDAR; DUTY_DAY,,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,NonDutyDay_Policy,Choice,N,N,NEXT_DUTY_DAY; PREVIOUS_DUTY_DAY; NO_ADJUSTMENT,"Resolved against MF_Non_Duty_Day. Defaults to NEXT_DUTY_DAY. A nominal suspense landing on a Saturday cannot be the date someone is held to, and burying that in a formula produces a monthly argument.","THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,QC_Required,Boolean,Y,N,,,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Accepted_File_Types,Text,N,N,,Advisory only in MVP. xlsx;pdf,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Authority_Reference,Text,N,N,,"The citation. AFSVC EOM/EOY procedures, DAFMAN 34-131 ch 7.14, DFAC Manager Handbook 1.7.5, Storeroom Handbook 5.3.4.","THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Authority_Status,Choice,Y,Y,VERIFIED; MANAGEMENT_RULE; PROPOSED; UNVERIFIED; RETIRED_OR_NOT_APPLICABLE,Does this requirement EXIST. UNVERIFIED requirements generate items but never drive an adverse status. RETIRED_OR_NOT_APPLICABLE keeps a retired requirement on the record so later guidance can reactivate it without a schema change.,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Sort_Order,Number,N,N,,,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Requirement,MF EOM Requirement,One row per document requirement per operating model,Active_Flag,Boolean,Y,Y,,,"THE requirement engine. The app queries this; it contains no 'if Legacy then require 1119' logic. Changing a requirement next year is a list edit, not an app rebuild."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,EOM_Item_ID,Text,Y,Y,,,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,EOM_Item_Key,Text,Y,Y,,Human-readable compound key. Drives duplicate prevention and flow idempotency.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Portfolio_ID,Text,Y,Y,,"Denormalized. The portfolio filter is the first server-side filter on every query, so it must be on the row.","Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Installation_ID,Text,Y,Y,,,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Facility_ID,Text,N,Y,,"NULLABLE — null, never empty string. Null for Installation-scope and Contract-scope rows.","Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Contract_ID,Text,N,N,,NULLABLE. Set for Contract-scope rows.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Reporting_Period,Text,Y,Y,,YYYY-MM,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Requirement_ID,Text,Y,Y,,,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Requirement_Scope,Choice,Y,N,Facility; Installation; Contract,Denormalized so the app filters without a join. Also how the app asks 'is this a facility row' — IsBlank(Facility_ID) does not delegate.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Authority_Status,Choice,Y,Y,VERIFIED; MANAGEMENT_RULE; PROPOSED; UNVERIFIED; RETIRED_OR_NOT_APPLICABLE,"Denormalized at generation. Rule 2 of the status engine reads it, and a lookup to MF_EOM_Requirement would not delegate.","Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Required_Flag,Boolean,Y,N,,,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Nominal_Due_Date,DateTime,Y,N,,The policy date. The 5th stays the 5th.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Effective_Due_Date,DateTime,Y,Y,,"After NonDutyDay_Policy. What a person actually owes, and what the status engine evaluates against.","Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Nominal_Final_Call_Date,DateTime,N,N,,The policy final call. The 10th.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Effective_Final_Call_Date,DateTime,N,Y,,After NonDutyDay_Policy.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Due_Date_Adjusted,Boolean,Y,N,,TRUE where nominal and effective differ. The package screen shows both: 'Due 5 Sep (Mon 8 Sep)'.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Initial_Submitted_DateTime,DateTime,N,N,,When the FIRST version arrived. Never overwritten by a resubmission.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Initial_Submission_On_Time,Boolean,N,N,,First version by Effective_Due_Date. This is what the base is told.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Acceptable_Evidence_DateTime,DateTime,N,N,,"When an accepted version first existed. Renamed from the v11 Current_Acceptable_Evidence_DateTime, which was 35 characters and over SharePoint's 32-character internal name limit.","Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Final_Evidence_On_Time,Boolean,N,N,,Accepted evidence by Effective_Final_Call_Date. This is what leadership is told.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Current_Submission_ID,Text,N,N,,Points at the Is_Current submission. Null until the first upload.,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Received_Flag,Boolean,Y,N,,,"Generated by EOM-01. Created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. The checklist exists before any file arrives, which is the only way to distinguish 'nothing was submitted' from 'the system has no record'. Facility_ID is NULL for Installation and Contract scope."
