List,Display_Title,Grain,Column,Type,Required,Indexed,Choices,Column_Note,List_Note
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Due_Date,DateTime,Y,N,,,Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Current_Submission_ID,Text,N,N,,Points at the Is_Current submission. Null until the first upload.,Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Received_Flag,Boolean,Y,N,,,Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Final_Status,Choice,Y,N,NOT_APPLICABLE; NOT_DUE; PENDING_VALIDATION; OVERDUE; NOT_SATISFIED; CORRECTION_REQUIRED; RECEIVED_PENDING_QC; ACCEPTED,"Semantic status. CALCULATED by EOM-03, never user-selectable. Independent of Status_Code — never derive one from the other.",Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Action_Owner,Choice,Y,N,Facility; Reviewer; Admin; None,Status_Code alone cannot answer 'is this mine'. Amber covers both correction needed (facility) and awaiting review (AFSVC). Home filters on this.,Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Action_Required,Boolean,Y,N,,,Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Status_Code,Number,Y,Y,,"VISUAL code only. 0 Gray not-applicable, 1 Red overdue, 2 Amber pending, 3 Green accepted, 4 Blue not-due/informational. Five states, not four: collapsing 'not applicable' and 'not due yet' into Gray made an installation whose requirements had simply not come due read as Not Applicable.",Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Exception_Flag,Boolean,Y,N,,Set when the item needs human attention beyond normal QC,Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Correction_Due,DateTime,N,N,,Set when QC returns a correction,Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Waived_Flag,Boolean,N,N,,Portfolio Manager may waive a requirement for a period,Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Item,MF EOM Item,One PERSISTENT row per expected submission per reporting period,Waiver_Reason,Note,N,N,,,Generated by flow EOM-01. This row is created once and never duplicated. Corrections attach as new MF_EOM_Submission versions pointing at the same item. Facility_ID is NULL for Installation and Contract scope.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Submission_ID,Text,Y,Y,,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,EOM_Item_ID,Text,Y,Y,,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Version_No,Number,Y,N,,Assigned by upload timestamp order,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,File_Name,Text,Y,N,,As uploaded. No naming convention required.,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,File_URL,URL,Y,N,,"THE LIST ROW IS TRUTH, THE PATH IS CONVENIENCE. Never derive status from the path — files get moved and renamed.",Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,File_Size_KB,Number,N,N,,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Uploaded_By,User,Y,N,,SharePoint identity of the actual uploader,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Uploaded_DateTime,DateTime,Y,Y,,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Submitted_On_Behalf_Of,Text,N,N,,"Facility_ID or Installation_ID when an AFSVC MFM uploads a document that arrived by email. Without this, emailed submissions misattribute to AFSVC and the missing/overdue counts go wrong silently.",Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Intake_Method,Choice,Y,N,App upload; Folder drop; Manual classification,App upload needs no classification. Folder drop may.,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Classification_Method,Choice,N,N,Declared at upload; Folder context; Document content; AI Builder; Manual,'Declared at upload' is the production baseline. Filename is NEVER a method.,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Classification_Status,Choice,N,N,Pending; Classified; Needs Review; Failed,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Last_Error_Code,Text,N,N,,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Last_Error_Message,Note,N,N,,"User-facing, plain language. Never a raw HTTP status.",Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Last_Processing_DateTime,DateTime,N,N,,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Retry_Count,Number,N,N,,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Source_Path,Text,N,N,,Where the file was found. Diagnostic only — the list row is truth.,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,SharePoint_File_ID,Text,N,N,,Survives a rename or move; the URL does not.,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Classification_Confidence,Choice,N,N,Declared; High; Low; Unresolved,'Declared' = the app captured it at upload. That is the whole point of making the app the front door.,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Is_Current,Boolean,Y,N,,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,Superseded_By,Text,N,N,,Submission_ID of the version that replaced this one,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,QC_Status,Choice,Y,N,Pending Review; Accepted; Correction Required; Wrong Document; Not Applicable,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,QC_By,User,N,N,,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,QC_DateTime,DateTime,N,N,,,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_EOM_Submission,MF EOM Submission,One row per uploaded file version,QC_Comment,Note,N,N,,REQUIRED when QC_Status is Correction Required or Wrong Document,Versioned evidence. v1 Correction Required and v2 Accepted both persist; nothing is overwritten or deleted. QC applies to the Is_Current version.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Unmatched_ID,Text,Y,Y,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,File_Name,Text,Y,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,File_URL,URL,Y,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Portfolio_ID,Text,N,N,,Derivable from the folder — that much the path gives us,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Fiscal_Year,Text,N,N,,Derivable from the folder,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Discovered_DateTime,DateTime,Y,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Uploaded_By,User,N,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Suggested_Installation_ID,Text,N,N,,Weak hint only. Never auto-applied.,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Suggested_Document_Code,Text,N,N,,Weak hint only.,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Resolution_Status,Choice,Y,N,Needs Classification; Classified; Not an EOM document; Duplicate,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Resolved_Submission_ID,Text,N,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Resolved_By,User,N,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Resolved_DateTime,DateTime,N,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Security_ID,Text,Y,Y,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,UPN,Text,Y,Y,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Scope_Type,Choice,Y,N,Enterprise; Portfolio; Installation; Facility,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Portfolio_ID,Text,N,N,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Installation_ID,Text,N,N,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Facility_ID,Text,N,N,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Role,Choice,Y,N,DFAC Manager; Accountant; MFM; Portfolio Manager; AFSVC Leadership; Admin,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Can_QC,Boolean,Y,N,,Portfolio Manager and Admin only,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Can_Submit_On_Behalf,Boolean,Y,N,,"MFM, Portfolio Manager, Admin","ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Can_Edit_Requirements,Boolean,Y,N,,Admin only,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Developer_Flag,Boolean,Y,N,,Sees feature-flagged and diagnostic surfaces. Required because a DAF tenant may allow only ONE environment — unreleased work has to coexist with production safely.,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Tester_Flag,Boolean,Y,N,,Sees Enabled_Testers features only,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Active_Flag,Boolean,Y,N,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_EOM_Audit,MF EOM Audit,One row per state change,Audit_ID,Text,Y,Y,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Entity_Type,Choice,Y,N,EOM_Item; EOM_Submission; Requirement,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Entity_ID,Text,Y,Y,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Action,Choice,Y,N,Generated; Uploaded; QC Accepted; QC Correction Required; QC Wrong Document; Waived; Reclassified; Status Recalculated,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Actor_UPN,Text,Y,N,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Action_DateTime,DateTime,Y,N,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Old_Value,Text,N,N,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,New_Value,Text,N,N,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
